#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
109,TRYGGVI HLINASON,BBB,26,20.3,7.7,3.2,4.6,0.692,0.0,0.0,0.0,1.3,2.2,0.625,2.4,3.8,6.2,1.2,0.6,1.2,1.2,2.3,17,0.695,0.692,131.7,14.4,23.2,18.7,11.5,18.1,1.6,6.0,16.0,-2.1,1.7,127.5,107.5,20.0,240.5,20.6,527.6,C,133,0,0,0,0,0,0,0,24,0,0.16,1.0,0.5,0.5,9,17,0.346,1.4,1.2,2.5,BILBAO BASKET
110,JOSEP PUERTO,VAL,36,16.3,7.7,2.8,5.1,0.538,1.5,3.3,0.453,0.8,1.1,0.692,0.9,2.0,2.9,0.6,0.5,0.1,0.5,1.1,51,0.691,0.682,168.3,6.4,13.9,10.2,5.5,8.6,1.5,0.7,16.4,-0.7,1.5,138.5,112.8,25.7,214.9,17.5,587.1,G,155,0,0,0,0,0,0,0,17,0,0.097,1.2,0.9,0.2,27,9,0.75,2.0,0.9,2.8,VALENCIA BASKET
111,NATE REUVERS,VAL,30,15.1,7.7,2.8,5.0,0.57,0.6,1.5,0.422,1.4,2.0,0.7,1.6,1.4,3.0,0.3,0.3,0.6,0.9,2.4,58,0.658,0.634,169.3,12.6,10.2,11.4,2.7,12.9,0.9,3.8,19.4,-4.5,1.6,127.4,112.9,14.4,146.0,17.3,452.1,PF,224,0,0,0,0,0,0,0,14,0,0.091,0.3,0.3,0.4,22,8,0.733,1.2,0.7,1.9,VALENCIA BASKET
112,TYSON PEREZ,UNI,31,14.4,7.6,3.1,5.1,0.608,0.2,0.6,0.263,1.3,2.1,0.625,1.9,3.0,4.9,0.7,0.5,0.3,0.9,1.1,11,0.637,0.623,149.6,16.5,27.0,21.7,8.0,12.7,1.9,2.0,21.9,-2.9,1.5,123.6,104.7,18.9,225.5,22.5,446.6,PF,21,2,0,0,0,0,0,0,16,0,0.115,0.8,0.6,0.4,21,10,0.677,1.2,1.1,2.4,UCAM MURCIA CB
113,BEN LAMMERS,AND,30,20.7,7.6,3.1,5.9,0.531,0.0,0.1,0.25,1.3,1.8,0.741,1.6,2.7,4.3,0.8,0.7,1.2,0.5,2.0,57,0.57,0.534,152.2,10.1,16.8,13.5,6.1,7.4,1.7,6.7,16.1,-0.1,1.3,125.0,117.7,7.3,219.8,17.3,620.1,C,30,1,0,0,0,0,0,1,16,0,0.127,1.4,1.3,0.3,12,18,0.4,1.3,0.5,1.8,MORABANC ANDORRA
114,ALEX REYES,MAN,28,18.7,7.6,2.3,6.3,0.364,1.5,4.4,0.347,1.5,1.8,0.84,0.7,2.8,3.5,0.6,0.7,0.0,0.6,1.8,169,0.538,0.486,155.0,4.5,19.3,11.5,5.4,8.3,2.0,0.0,18.1,-1.1,1.2,114.6,109.7,4.9,136.3,12.1,524.1,SF,162,0,0,0,0,0,0,0,15,0,0.097,1.0,1.1,0.3,15,13,0.536,0.5,1.0,1.5,BAXI MANRESA
115,BEKA BURJANADZE,LBC,34,20.9,7.5,2.5,5.4,0.459,0.4,1.2,0.286,2.2,3.2,0.691,1.6,2.9,4.6,1.2,0.5,0.1,1.1,2.3,167,0.553,0.492,143.6,9.7,17.6,13.6,9.0,13.8,1.3,0.3,17.3,-1.3,1.4,113.0,125.7,-12.7,192.5,12.2,711.4,PF,24,1,0,0,0,0,0,0,21,0,0.121,1.1,0.5,0.6,7,27,0.206,0.7,-0.2,0.5,CB CORUNA
116,LUKA SAMANIC,BASK,21,14.6,7.5,2.7,5.6,0.487,0.6,1.8,0.324,1.5,1.9,0.8,0.7,1.7,2.4,1.0,0.2,0.1,0.9,1.0,76,0.587,0.538,161.2,6.2,14.4,10.3,11.1,11.8,0.9,1.0,23.3,-1.5,1.4,116.8,121.2,-4.4,95.5,16.3,307.2,PF,132,0,0,0,0,0,0,0,20,0,0.118,1.1,0.3,0.3,12,9,0.571,0.5,0.1,0.6,BASKONIA
117,JAN VESELY,FCB,15,16.8,7.4,2.5,4.5,0.559,0.2,0.7,0.3,2.1,2.3,0.914,0.8,1.9,2.7,2.1,0.3,0.2,0.8,3.5,61,0.665,0.581,177.3,6.4,14.5,10.6,19.2,12.6,1.1,1.3,17.8,3.4,1.6,136.0,115.7,20.2,81.6,17.0,251.9,PF,34,1,0,0,0,0,0,0,20,0,0.144,2.6,0.4,0.5,10,5,0.667,1.0,0.3,1.2,BARCA
118,SERGI GARCIA,GRA,28,20.2,7.4,2.4,5.8,0.41,1.1,3.4,0.319,1.6,1.9,0.865,0.4,1.4,1.7,3.1,1.5,0.0,1.4,1.2,105,0.563,0.503,159.4,2.1,9.0,5.4,26.8,17.9,3.9,0.0,18.2,3.1,1.3,112.9,113.5,-0.6,176.3,14.8,566.1,PG,146,0,0,0,0,0,0,0,22,0,0.197,2.2,1.1,0.3,7,21,0.25,0.6,0.8,1.3,FORCA LLEIDA CE
119,AARON DOORNEKAMP,TEN,36,22.6,7.4,2.3,5.3,0.439,1.8,4.1,0.423,1.0,1.2,0.86,0.8,3.3,4.0,1.4,1.0,0.3,0.4,2.7,95,0.64,0.606,172.2,4.9,19.7,12.6,9.8,6.7,2.4,1.5,13.8,2.6,1.4,135.4,114.0,21.4,258.1,15.3,814.9,PF,214,0,0,0,0,0,0,0,17,0,0.124,3.5,2.3,0.2,27,9,0.75,2.2,1.1,3.3,LENOVO TENERIFE
120,STAN OKOYE,AND,34,19.0,7.4,2.4,5.4,0.456,1.3,3.3,0.405,1.2,1.4,0.816,0.9,1.9,2.9,0.7,0.5,0.1,0.9,2.4,165,0.617,0.58,167.8,6.4,13.2,9.8,5.6,13.6,1.5,0.7,16.8,-2.6,1.4,120.5,122.2,-1.7,150.1,12.4,644.8,GF,147,0,0,0,0,0,0,0,23,0,0.101,0.7,0.6,0.3,14,20,0.412,1.1,0.1,1.2,MORABANC ANDORRA
121,TYLER KALINOSKI,UNI,36,19.4,7.4,2.5,6.0,0.417,1.3,3.5,0.376,1.1,1.3,0.792,0.8,1.5,2.3,1.8,0.9,0.0,0.5,2.5,133,0.559,0.525,158.4,5.0,10.3,7.6,13.4,7.1,2.5,0.2,16.7,3.4,1.2,122.2,110.1,12.1,188.8,13.4,696.8,G,138,0,0,0,0,0,0,0,19,0,0.13,3.5,1.8,0.2,25,11,0.694,1.3,1.3,2.6,UCAM MURCIA CB
122,GEORGE CONDITT IV,GCN,36,17.0,7.4,3.1,4.4,0.688,0.0,0.1,0.333,1.2,2.0,0.611,1.4,2.6,4.1,1.1,0.7,0.8,0.9,1.9,14,0.691,0.691,163.2,11.1,20.4,15.8,11.9,14.7,2.2,5.4,17.9,-1.0,1.7,130.1,111.8,18.3,266.3,21.5,612.2,PF,41,1,0,0,0,0,0,0,15,0,0.141,1.2,0.7,0.5,19,17,0.528,1.9,1.0,2.9,DREAMLAND GRAN CANARIA
123,DONTA HALL,BASK,35,20.6,7.3,2.7,3.9,0.674,0.0,0.0,0.0,2.0,2.9,0.703,2.0,3.3,5.3,0.7,0.3,1.1,0.5,1.9,32,0.704,0.674,137.7,12.1,20.2,16.2,5.5,9.4,0.9,5.7,13.0,-0.3,1.9,144.6,116.2,28.3,297.4,19.1,721.0,PF,38,1,0,0,0,0,0,1,27,0,0.109,1.3,0.6,0.7,19,16,0.543,2.6,0.7,3.3,BASKONIA
124,GORAN HUSKIC,LBC,31,17.0,7.3,2.8,5.5,0.521,0.1,0.6,0.222,1.5,2.0,0.758,1.5,3.6,5.1,2.8,0.4,0.2,1.3,2.1,42,0.578,0.533,150.1,10.6,26.4,18.3,28.0,17.3,1.3,1.6,20.6,3.0,1.3,117.9,121.8,-3.9,239.3,18.2,527.5,C,12,2,0,0,0,0,0,0,15,0,0.186,2.1,0.3,0.4,7,24,0.226,1.0,0.1,1.1,CB CORUNA
125,DAVID KRAVISH,UNI,31,17.3,7.3,3.1,6.1,0.503,0.4,1.5,0.244,0.8,0.9,0.929,1.1,2.2,3.3,1.6,0.5,0.4,1.0,1.5,97,0.564,0.532,167.6,7.8,16.4,12.0,15.0,13.3,1.4,2.5,19.8,0.4,1.2,113.7,110.9,2.8,180.5,15.2,535.4,PF,221,0,0,0,0,0,0,0,16,0,0.144,1.6,0.5,0.1,20,11,0.645,0.6,0.9,1.5,UCAM MURCIA CB
126,ADAM HANGA,JOV,35,23.6,7.3,2.5,6.3,0.387,1.3,3.9,0.341,1.0,1.8,0.565,0.8,3.2,4.0,2.5,0.8,0.4,1.2,2.7,189,0.509,0.493,129.2,4.3,16.9,10.8,16.2,14.1,1.8,1.7,16.9,2.0,1.1,107.1,112.8,-5.7,214.5,11.3,826.5,SF,35,1,0,0,0,0,0,0,19,0,0.162,2.1,0.7,0.3,20,15,0.571,0.2,1.2,1.4,JOVENTUT BADALONA
127,DEE BOST,FOR,4,21.2,7.3,2.3,8.8,0.257,1.8,6.0,0.292,1.0,1.3,0.8,0.0,1.8,1.8,2.8,0.8,0.0,3.0,3.0,242,0.39,0.357,134.9,0.0,10.4,5.0,24.1,24.4,1.8,0.0,25.5,-5.3,0.8,73.0,114.0,-41.0,2.1,1.1,84.8,G,201,0,0,0,0,0,0,0,11,0,0.189,0.9,0.3,0.1,1,3,0.25,-0.4,0.0,-0.4,RIO BREOGAN
128,JAIME PRADILLA,VAL,36,21.7,7.1,2.9,5.8,0.498,0.6,2.1,0.289,0.8,1.0,0.778,1.9,4.8,6.6,1.6,0.7,0.3,1.2,1.4,102,0.574,0.551,156.5,10.3,24.8,17.8,10.3,16.5,1.6,1.3,14.9,-0.7,1.2,119.6,108.1,11.5,305.0,14.9,781.9,C,226,0,0,0,0,0,0,0,16,0,0.13,1.3,0.5,0.2,27,9,0.75,1.2,1.6,2.8,VALENCIA BASKET
129,PIERRE ORIOLA,FOR,34,18.9,7.1,2.5,5.1,0.486,0.4,1.2,0.341,1.7,2.4,0.738,2.1,2.9,5.0,0.9,0.5,0.1,1.2,2.7,124,0.579,0.526,156.5,13.1,19.8,16.4,9.0,16.1,1.5,0.6,17.6,-2.9,1.4,114.3,114.4,-0.1,194.8,13.9,643.0,PF,9,3,0,0,0,0,0,0,15,0,0.123,0.8,0.5,0.5,11,23,0.324,0.7,0.8,1.5,RIO BREOGAN
130,KENNY HASBROUCK,FOR,30,15.6,7.1,2.3,6.3,0.37,1.6,4.2,0.376,0.8,1.1,0.735,0.2,1.1,1.3,1.8,0.8,0.1,1.4,2.3,198,0.52,0.495,148.2,1.5,8.8,5.0,21.2,17.4,2.8,0.8,24.0,-1.6,1.1,98.1,114.7,-16.5,91.0,10.2,467.0,SG,169,0,0,0,0,0,0,0,17,0,0.148,1.2,0.6,0.2,10,20,0.333,-0.5,0.6,0.0,RIO BREOGAN
131,TOMASZ GIELO,BBB,34,18.8,7.0,2.2,5.5,0.406,1.5,3.9,0.388,1.0,1.2,0.854,0.7,2.4,3.1,0.6,0.4,0.3,0.5,1.5,137,0.583,0.545,164.8,4.6,16.5,10.4,5.7,7.2,1.3,1.5,16.6,-0.3,1.3,119.1,114.5,4.6,172.4,13.3,638.8,PF,184,0,0,0,0,0,0,0,18,0,0.101,1.3,0.9,0.2,11,23,0.324,0.9,0.8,1.7,BILBAO BASKET
132,EMANUEL CATE,MAN,34,17.3,7.0,2.8,4.6,0.615,0.0,0.1,0.0,1.4,1.7,0.797,2.0,2.7,4.7,1.0,0.5,0.5,0.7,1.9,31,0.657,0.615,141.2,13.7,20.3,16.8,10.4,11.2,1.4,2.9,15.2,0.1,1.5,135.6,107.8,27.8,249.9,19.1,589.4,PF,40,1,0,0,0,0,0,0,14,0,0.131,1.5,0.7,0.4,17,17,0.5,1.9,1.3,3.2,BAXI MANRESA
133,ALEKSANDAR ARANITOVIC,BRE,30,20.8,7.0,2.5,6.8,0.368,0.9,2.8,0.337,1.1,1.5,0.711,0.9,3.2,4.1,0.9,1.1,0.1,0.9,2.0,195,0.469,0.436,141.6,5.0,19.2,12.0,7.6,10.4,2.8,0.6,18.7,-1.3,1.0,97.3,112.8,-15.5,143.6,10.5,623.4,G,85,0,0,0,0,0,0,0,17,0,0.123,1.0,1.2,0.2,11,19,0.367,-0.6,0.9,0.3,DREAMLAND GRAN CANARIA
134,CARLOS ALOCEN,GCN,17,18.9,6.9,2.5,5.9,0.416,0.8,2.4,0.317,1.2,1.7,0.724,0.4,2.3,2.6,3.1,1.0,0.1,1.5,1.5,115,0.519,0.48,145.7,2.5,15.9,9.2,26.9,18.0,2.9,0.4,20.9,3.3,1.2,106.7,111.2,-4.5,99.6,14.2,322.1,PG,113,0,0,0,0,0,0,0,13,0,0.188,2.1,0.7,0.3,10,7,0.588,0.1,0.5,0.6,DREAMLAND GRAN CANARIA
135,ANDRES FELIZ,RMB,31,17.9,6.9,2.5,5.1,0.484,0.6,1.9,0.322,1.4,1.8,0.772,0.8,2.0,2.8,2.3,0.9,0.1,1.3,2.1,98,0.59,0.545,157.8,6.0,12.1,9.3,20.4,18.0,2.6,0.4,18.6,1.2,1.4,117.1,108.0,9.1,174.1,15.1,553.6,SG,163,0,0,0,0,0,0,0,20,0,0.155,1.8,0.7,0.4,28,3,0.903,0.9,1.2,2.0,REAL MADRID
136,JORDAN SAKHO,BRE,31,18.5,6.9,2.7,4.6,0.587,0.0,0.0,0.0,1.5,2.2,0.691,1.9,3.2,5.1,0.9,0.6,0.9,1.4,3.0,77,0.622,0.587,127.9,13.0,21.1,17.1,8.8,20.3,1.9,5.5,17.8,-4.4,1.5,113.3,111.3,2.0,201.5,16.2,573.8,C,183,0,0,0,0,0,0,0,17,0,0.129,0.6,0.5,0.5,13,18,0.419,0.6,1.0,1.5,DREAMLAND GRAN CANARIA
137,PHILIP SCRUBB,LBC,30,23.0,6.9,2.4,5.9,0.404,1.0,2.8,0.341,1.1,1.4,0.767,0.6,2.4,3.0,2.0,0.6,0.2,1.2,1.4,211,0.523,0.486,151.3,3.4,12.9,8.2,13.0,15.1,1.3,0.9,15.3,0.6,1.2,105.6,125.9,-20.2,154.1,9.3,690.7,SG,42,0,0,0,0,0,0,0,18,0,0.142,1.7,0.5,0.2,7,23,0.233,0.0,-0.2,-0.2,CB CORUNA
138,BRUNO FERNANDO,RMB,15,15.7,6.9,2.9,4.9,0.603,0.1,0.1,0.5,0.9,1.5,0.609,1.9,3.7,5.6,0.6,0.4,0.7,1.0,2.4,28,0.62,0.61,171.1,14.3,26.5,20.6,6.9,15.3,1.4,5.3,18.9,-3.8,1.4,118.8,99.9,19.0,102.6,19.3,235.6,C,31,1,0,0,0,0,0,0,13,0,0.119,0.6,0.4,0.3,15,0,1.0,0.4,0.8,1.2,REAL MADRID
139,ANDREW ALBICY,GCN,35,24.0,6.9,2.1,4.9,0.441,1.4,3.5,0.387,1.2,1.6,0.75,0.5,1.3,1.8,3.5,1.3,0.0,1.8,1.4,170,0.617,0.582,157.8,2.5,7.2,4.9,22.2,24.5,3.0,0.0,14.9,2.2,1.4,113.5,116.9,-3.5,220.0,12.1,841.1,PG,228,0,0,0,0,0,0,0,16,0,0.189,1.9,0.7,0.3,18,17,0.514,0.8,0.8,1.5,DREAMLAND GRAN CANARIA
140,MINDAUGAS SUSINSKAS,SJG,31,18.1,6.8,2.3,5.2,0.435,1.2,3.1,0.4,1.1,1.2,0.919,0.8,1.4,2.2,0.8,0.5,0.3,1.0,2.6,192,0.598,0.553,175.4,5.4,9.8,7.5,7.9,15.3,1.4,1.9,17.0,-2.6,1.3,113.2,117.9,-4.8,114.4,11.1,560.3,F,177,0,0,0,0,0,0,0,19,0,0.109,0.8,0.5,0.2,12,19,0.387,0.5,0.4,0.9,CB GRANADA
141,NATE WATSON,ZAR,14,12.9,6.8,2.9,4.6,0.631,0.1,0.1,0.5,0.9,1.6,0.522,1.2,0.9,2.1,0.3,0.1,0.6,1.0,2.4,84,0.632,0.638,165.3,11.7,8.7,10.2,4.0,15.7,0.6,5.3,22.3,-6.2,1.5,113.0,125.0,-12.0,46.6,15.8,181.3,C,48,0,0,0,0,0,0,0,14,0,0.102,0.3,0.1,0.4,3,11,0.214,0.2,0.0,0.2,CASADEMONT ZARAGOZA
142,OLLE LUNDQVIST,LBC,25,15.9,6.8,2.6,4.7,0.556,0.4,1.1,0.333,1.2,1.4,0.833,0.9,1.8,2.6,1.2,0.5,0.7,0.8,2.2,71,0.636,0.594,172.2,6.9,13.4,10.2,13.1,13.7,1.7,5.4,17.8,-0.1,1.4,122.4,122.2,0.2,136.8,16.6,398.4,SG,124,0,0,0,0,0,0,0,16,0,0.125,1.5,0.6,0.3,4,21,0.16,0.8,0.1,0.9,CB CORUNA
143,PIERRE PELOS,GCN,36,18.1,6.8,2.5,5.1,0.497,1.0,2.3,0.444,0.7,0.8,0.833,0.9,2.7,3.6,0.8,0.7,0.4,0.7,2.1,90,0.619,0.596,177.5,6.6,19.3,13.0,7.4,10.9,2.1,2.6,16.4,-0.7,1.3,122.2,113.6,8.5,205.5,15.5,652.6,PF,81,0,0,0,0,0,1,0,19,0,0.112,1.2,1.0,0.2,19,17,0.528,1.2,0.9,2.1,DREAMLAND GRAN CANARIA
144,ALBERTO ABALDE,RMB,36,20.1,6.8,2.3,5.0,0.459,1.0,2.4,0.435,1.1,1.4,0.8,0.5,2.1,2.6,1.4,0.6,0.0,0.5,1.2,144,0.599,0.561,169.4,3.4,11.2,7.7,10.9,8.1,1.5,0.0,14.3,2.1,1.3,128.1,109.9,18.2,193.5,13.0,722.0,GF,179,0,0,0,0,0,0,0,16,0,0.122,2.8,1.1,0.3,32,4,0.889,1.5,1.3,2.9,REAL MADRID
145,TIM ABROMAITIS,TEN,36,19.9,6.7,2.4,4.4,0.547,1.3,2.7,0.464,0.6,0.9,0.697,0.7,3.1,3.8,0.5,0.6,0.3,0.2,1.9,87,0.697,0.689,170.8,4.9,21.1,13.4,3.7,3.9,1.8,1.4,12.7,0.6,1.5,142.0,115.1,26.9,226.1,15.6,715.7,PF,203,0,0,0,0,0,0,0,18,0,0.096,2.4,3.3,0.2,27,9,0.75,2.1,0.8,2.9,LENOVO TENERIFE
146,THOMAS SCRUBB,TEN,36,24.1,6.7,2.6,5.6,0.475,0.9,2.6,0.355,0.5,0.8,0.633,1.1,2.3,3.4,0.8,0.7,0.2,0.4,1.3,180,0.568,0.558,146.3,6.6,13.1,10.0,5.2,7.0,1.7,1.0,13.3,0.4,1.2,120.8,118.1,2.7,206.5,11.8,866.8,F,218,0,0,0,0,0,0,0,15,0,0.114,1.8,1.6,0.2,27,9,0.75,1.2,0.7,1.8,LENOVO TENERIFE
147,COREY WALDEN,FOR,33,21.0,6.6,1.9,5.0,0.386,1.1,3.4,0.333,1.6,1.9,0.855,0.5,1.0,1.5,1.7,1.0,0.0,1.0,2.5,203,0.564,0.497,157.4,3.1,6.0,4.5,13.8,14.6,2.4,0.2,14.9,0.7,1.3,113.2,116.8,-3.6,129.0,9.9,694.6,G,167,0,0,0,0,0,0,0,24,0,0.132,1.7,1.0,0.4,11,22,0.333,0.5,0.6,1.2,RIO BREOGAN
148,SERGE IBAKA,RMB,20,13.8,6.6,2.7,5.0,0.54,0.6,1.7,0.364,0.6,1.0,0.6,0.8,2.3,3.1,0.8,0.3,1.1,0.5,1.5,19,0.607,0.6,150.4,7.7,17.6,13.2,10.5,8.4,1.0,7.4,20.4,0.2,1.3,123.9,104.6,19.3,116.8,20.2,275.4,C,186,0,0,0,0,0,0,0,19,0,0.116,1.6,0.5,0.2,17,3,0.85,0.7,0.7,1.4,REAL MADRID
149,MARCIS STEINBERGS,MAN,33,18.0,6.5,2.3,5.0,0.458,1.2,3.1,0.369,0.8,1.2,0.634,0.8,1.6,2.4,0.6,0.4,0.1,0.9,1.6,199,0.587,0.572,146.1,5.3,11.6,8.3,5.5,14.4,1.2,0.7,15.8,-2.9,1.3,111.6,111.7,-0.1,122.9,10.2,593.9,PF,205,0,0,0,0,0,0,0,17,0,0.098,0.6,0.5,0.2,17,16,0.515,0.4,1.0,1.3,BAXI MANRESA
150,MARKO TODOROVIC,MUR,17,14.5,6.5,2.4,5.6,0.432,0.1,1.2,0.1,1.6,2.7,0.587,1.6,2.1,3.8,0.9,0.3,0.1,1.2,3.0,183,0.482,0.442,111.9,13.6,19.0,16.2,12.1,15.4,1.1,0.8,25.9,-4.2,1.2,97.7,110.6,-12.9,54.0,11.7,245.7,C,46,0,0,0,0,0,0,0,18,0,0.116,0.8,0.2,0.5,7,10,0.412,-0.3,0.4,0.1,CB GIRONA
151,TOMAS DIMSA,ZAR,11,16.9,6.4,2.2,5.8,0.375,1.5,4.5,0.327,0.5,0.5,1.0,0.9,0.9,1.8,0.4,0.5,0.1,1.3,1.5,227,0.525,0.5,170.2,6.7,7.2,6.9,3.4,17.4,1.4,0.7,19.7,-6.1,1.1,97.8,127.4,-29.6,25.3,7.6,185.4,SG,43,0,0,0,0,0,0,0,19,0,0.082,0.3,0.4,0.1,2,9,0.182,-0.2,-0.1,-0.3,CASADEMONT ZARAGOZA
152,NIKE SIBANDE,SJG,25,17.5,6.3,2.3,5.9,0.388,0.9,3.2,0.288,0.8,1.2,0.7,0.8,2.0,2.8,0.7,0.6,0.0,0.6,1.4,196,0.493,0.466,137.5,5.4,14.9,10.0,6.9,9.1,1.7,0.2,18.5,-1.1,1.1,103.6,115.5,-11.9,92.3,10.4,437.5,G,62,0,0,0,0,0,0,0,21,0,0.106,1.1,0.9,0.2,9,16,0.36,-0.1,0.4,0.4,CB GRANADA
153,ATOUMANE DIAGNE,LBC,34,13.1,6.3,2.4,3.2,0.745,0.0,0.0,0.0,1.5,2.5,0.581,1.3,2.2,3.5,0.2,0.3,1.1,1.0,3.1,38,0.724,0.745,132.7,11.9,21.1,16.4,2.4,18.7,1.2,9.8,18.7,-6.6,1.9,120.3,119.7,0.6,164.0,18.5,445.3,C,106,0,0,0,0,0,0,0,17,0,0.085,0.2,0.3,0.8,7,27,0.206,0.8,0.2,1.1,CB CORUNA
154,L.J. FIGUEROA,LBC,11,14.0,6.2,2.4,5.0,0.473,0.4,1.2,0.308,1.1,1.5,0.706,0.7,1.9,2.6,0.9,0.8,0.2,0.7,2.4,106,0.544,0.509,148.6,7.0,17.5,12.4,10.8,11.4,3.1,1.5,20.9,-0.9,1.2,110.9,117.7,-6.8,44.1,14.8,154.5,SF,191,0,0,0,0,0,0,0,11,0,0.106,1.3,1.1,0.3,4,7,0.364,0.2,0.1,0.2,CB CORUNA
155,ERIC VILA,BRE,34,18.6,6.2,2.2,6.0,0.374,0.9,3.0,0.291,0.8,1.2,0.7,0.9,1.9,2.9,0.8,0.5,0.1,0.8,1.8,221,0.476,0.448,136.6,6.0,12.9,9.5,7.2,11.3,1.4,0.9,18.5,-1.7,1.0,98.0,118.1,-20.1,111.8,8.7,631.7,F,181,0,0,0,0,0,0,0,21,0,0.108,0.9,0.6,0.2,13,21,0.382,-0.6,0.5,-0.1,DREAMLAND GRAN CANARIA
156,XABIER LOPEZ-AROSTEGUI,VAL,32,14.9,6.2,1.9,4.4,0.433,0.7,1.9,0.367,1.7,2.3,0.736,0.8,2.7,3.5,1.1,0.5,0.0,1.1,1.5,134,0.57,0.511,153.5,6.0,20.5,13.4,10.6,16.9,1.9,0.0,19.0,-2.3,1.4,114.0,109.4,4.6,148.0,13.4,476.9,GF,153,0,0,0,0,0,0,0,18,0,0.089,1.0,0.5,0.5,23,9,0.719,0.5,0.9,1.4,VALENCIA BASKET
157,YANNICK KRAAG,JOV,36,21.2,6.1,2.4,4.9,0.497,0.8,2.2,0.338,0.5,0.6,0.783,1.1,2.6,3.7,0.6,0.6,0.4,0.5,2.4,175,0.592,0.574,161.7,7.0,14.7,11.0,4.2,9.3,1.6,2.0,12.9,-0.8,1.3,120.8,113.8,7.0,184.1,11.9,764.8,F,150,0,0,0,0,0,0,0,18,0,0.099,1.1,1.2,0.1,20,16,0.556,1.0,1.0,2.0,JOVENTUT BADALONA
158,SERGIO DE LARREA,VAL,24,12.5,6.0,2.0,3.9,0.516,0.9,1.8,0.5,1.1,1.4,0.794,0.9,1.5,2.4,2.3,0.5,0.2,1.8,1.9,67,0.672,0.634,181.0,8.4,13.5,11.1,26.7,28.5,2.1,1.7,21.9,-2.1,1.6,116.3,112.1,4.1,116.5,16.8,298.9,F,215,0,0,0,0,0,0,0,15,0,0.125,1.3,0.3,0.4,18,6,0.75,0.5,0.5,1.0,VALENCIA BASKET
159,EDIN ATIC,BRE,26,19.3,6.0,2.2,5.0,0.427,0.9,2.7,0.338,0.8,1.1,0.724,0.8,2.7,3.5,1.6,1.1,0.6,1.3,2.0,149,0.546,0.519,149.0,5.2,17.7,11.4,14.5,18.7,3.0,3.5,16.7,-1.0,1.2,103.8,111.2,-7.5,148.1,12.9,502.3,GF,127,0,0,0,0,0,0,0,15,0,0.137,1.3,0.8,0.2,10,16,0.385,-0.1,0.8,0.8,DREAMLAND GRAN CANARIA
160,DRAGAN APIC,BRE,34,15.6,6.0,2.2,4.0,0.548,0.0,0.0,1.0,1.6,2.4,0.675,1.0,1.9,3.0,0.7,0.4,0.3,1.1,2.5,151,0.598,0.552,222.3,8.1,15.4,11.7,8.2,17.3,1.5,2.0,18.4,-3.8,1.5,110.3,116.3,-6.0,127.1,12.8,530.0,C,178,0,0,0,0,0,0,0,13,0,0.104,0.7,0.4,0.6,13,21,0.382,0.3,0.5,0.9,DREAMLAND GRAN CANARIA
161,ANDREJS GRAZULIS,JOV,11,23.4,6.0,2.3,5.0,0.455,0.7,2.7,0.267,0.7,0.9,0.8,1.5,2.5,4.0,0.8,0.5,1.0,1.6,2.5,217,0.556,0.527,152.1,8.3,13.5,11.0,5.5,23.3,1.1,4.4,14.5,-4.8,1.2,98.5,114.5,-15.9,51.5,8.9,257.7,FC,86,0,0,0,0,0,0,0,11,0,0.105,0.5,0.3,0.2,6,5,0.545,-0.2,0.3,0.1,JOVENTUT BADALONA
162,RUBEN DOMINGUEZ,BBB,29,13.7,6.0,1.9,5.2,0.362,1.3,3.3,0.402,0.9,1.0,0.862,0.4,1.1,1.5,0.5,0.3,0.1,0.3,1.0,166,0.528,0.49,162.6,3.4,10.4,6.8,6.3,4.6,1.4,0.5,20.8,0.3,1.1,111.6,117.5,-5.9,88.1,12.3,398.5,SG,235,0,0,0,0,0,0,0,35,0,0.084,1.8,1.3,0.2,9,20,0.31,0.3,0.3,0.7,BILBAO BASKET
163,DANI PEREZ,MAN,34,20.0,5.9,2.1,6.6,0.327,0.9,3.7,0.252,0.7,1.2,0.6,0.4,1.4,1.9,4.6,0.8,0.0,1.7,2.4,222,0.42,0.399,117.9,2.6,9.2,5.7,36.3,19.2,2.1,0.0,19.1,6.6,0.9,99.1,110.6,-11.5,155.3,8.5,678.8,PG,159,0,0,0,0,0,0,0,22,0,0.228,2.7,0.5,0.2,17,17,0.5,-0.6,1.2,0.6,BAXI MANRESA
164,HOWARD SANT-ROOS,MUR,27,21.9,5.9,2.0,6.0,0.335,0.6,2.7,0.216,1.3,1.6,0.795,0.5,3.1,3.6,2.4,1.1,0.2,1.1,1.5,201,0.441,0.385,134.7,2.6,17.3,9.8,17.7,14.3,2.8,0.9,16.5,2.3,1.0,96.5,103.4,-6.9,149.0,10.1,590.9,SF,93,0,0,0,0,0,0,0,14,0,0.153,2.2,1.0,0.3,15,12,0.556,-0.6,1.6,1.0,CB GIRONA
