#_prom,Player,Team_prom,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,Team,#,Team_misc,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
35,ALBERTO MORENO,CCC,11,19.5,12.0,4.3,9.9,0.431,1.5,4.3,0.362,1.9,2.3,0.84,0.7,2.2,2.9,1.8,1.3,0.0,2.5,4.3,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,KRC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CLAVIJO
35,ALBERTO MORENO,CCC,11,19.5,12.0,4.3,9.9,0.431,1.5,4.3,0.362,1.9,2.3,0.84,0.7,2.2,2.9,1.8,1.3,0.0,2.5,4.3,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,KRC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CLAVIJO
36,MORGAN STILMA,MEL,16,21.3,12.0,3.6,6.8,0.528,1.3,3.0,0.417,3.6,4.6,0.795,0.6,3.3,3.9,1.6,0.6,0.1,2.6,2.4,39,MEL,0.685,0.62,173.9,0.034,0.18600000000000003,0.11199999999999999,0.122,0.226,0.013999999999999999,0.6,0.248,-7.0,1.8,112.2,108.7,3.4,107.9,19.2,340.3,C,MEL,75,MEL,1,0,0,0,0,0,0,25,0,0.165,0.6,0.2,0.7,9,7,0.563,1.1,0.2,1.2,MELILLA
37,JOELVIN CABRERA,SGBB,20,21.8,11.9,4.3,11.0,0.388,1.2,4.7,0.247,2.3,3.2,0.703,1.1,1.9,2.9,2.9,1.1,0.2,2.9,2.8,134,SGBB,0.481,0.441,133.9,0.054000000000000006,0.09,0.07200000000000001,0.298,0.19,0.026000000000000002,0.7,0.322,-4.4,1.1,92.0,104.1,-12.1,95.0,15.3,436.0,SG,SGBB,173,SGBB,0,0,0,0,0,0,0,25,0,0.271,1.0,0.4,0.3,7,13,0.35,-0.3,0.5,0.2,SOL GIRONES BASQUET
38,OUSMANE NDOUR,TAR,22,22.1,11.9,5.3,9.0,0.586,0.2,0.4,0.444,1.1,3.2,0.352,2.2,3.5,5.7,0.9,0.6,0.5,1.5,3.2,29,TAR,0.569,0.596,138.2,0.114,0.191,0.151,0.08199999999999999,0.129,0.013999999999999999,0.022000000000000002,0.245,-4.3,1.3,106.6,113.2,-6.6,165.6,19.8,487.0,C,TAR,29,TAR,2,0,0,0,0,0,0,24,0,0.214,0.6,0.4,0.4,4,18,0.182,1.0,-0.1,0.9,TARRAGONA
39,SOULEMANE CHABI-YO,VIRD,27,28.2,11.8,5.0,10.0,0.496,0.0,0.4,0.1,1.8,2.7,0.671,2.4,3.9,6.4,0.8,1.4,0.5,1.5,2.0,53,VIRD,0.526,0.498,126.8,0.098,0.165,0.131,0.055999999999999994,0.11900000000000001,0.027000000000000003,0.018000000000000002,0.20800000000000002,-3.4,1.2,107.7,108.5,-0.8,238.6,18.6,761.0,F,VIRD,5,VIRD,6,0,0,0,0,2,0,26,0,0.208,0.5,0.9,0.3,11,16,0.407,1.5,0.4,1.8,CIUDAD DE HUELVA
40,JOSEP PERIS,IBIZA,32,21.3,11.7,3.8,9.6,0.393,1.7,5.3,0.324,2.4,3.4,0.716,0.5,1.6,2.1,2.1,0.8,0.0,1.8,1.9,83,IBIZA,0.527,0.482,143.2,0.027000000000000003,0.09,0.059000000000000004,0.17600000000000002,0.142,0.022000000000000002,0.1,0.29,-2.2,1.2,104.5,104.6,-0.2,161.4,17.2,683.0,G,IBIZA,246,IBIZA,0,0,0,0,0,0,0,25,0,0.199,1.1,0.5,0.4,24,8,0.75,1.3,0.7,2.1,IBIZA
41,EZEKIEL ALLEY,MEL,31,23.0,11.7,4.3,8.9,0.484,1.6,3.8,0.415,1.5,2.1,0.697,0.6,2.2,2.7,3.3,1.1,0.0,1.9,2.2,25,MEL,0.593,0.572,159.6,0.032,0.111,0.073,0.248,0.16399999999999998,0.026000000000000002,0.2,0.243,1.2,1.3,113.2,106.2,7.0,243.8,20.1,714.2,G,MEL,81,MEL,1,0,0,0,0,0,0,20,0,0.246,1.7,0.6,0.2,19,12,0.613,2.4,0.6,3.0,MELILLA
42,HERVE KABASELE,MEL,18,18.4,11.6,4.9,7.0,0.706,0.0,0.0,0.0,1.7,2.7,0.633,1.4,3.3,4.7,0.5,0.5,0.8,0.9,2.2,1,MEL,0.708,0.706,133.9,0.096,0.213,0.157,0.05,0.098,0.015,0.047,0.233,-3.0,1.7,132.2,103.7,28.5,162.1,28.7,332.0,C,MEL,219,MEL,0,0,0,0,0,0,0,20,0,0.166,0.6,0.6,0.4,12,6,0.667,2.0,0.4,2.4,MELILLA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,276.0,PG,GAN,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,276.0,PG,GAN,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,276.0,PG,UDEA,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,276.0,PG,UDEA,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,234.0,PG,GAN,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,234.0,PG,GAN,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,234.0,PG,UDEA,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,120,GAN,0.527,0.451,154.1,0.027000000000000003,0.113,0.071,0.262,0.18899999999999997,0.023,0.0,0.251,-1.4,1.2,99.6,104.1,-4.5,73.5,15.5,234.0,PG,UDEA,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,276.0,PG,GAN,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,276.0,PG,GAN,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,276.0,PG,UDEA,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,276.0,PG,UDEA,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,234.0,PG,GAN,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,234.0,PG,GAN,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,GANDÍA
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,234.0,PG,UDEA,114,GAN,0,0,0,0,0,0,0,34,0,0.252,1.3,0.4,0.4,5,6,0.455,0.2,0.3,0.5,ALGECIRAS
43,DAVID ORRIT,GAN,11,25.1,11.5,3.6,9.3,0.392,1.1,3.5,0.316,3.2,3.8,0.833,0.5,2.5,3.0,3.3,1.1,0.0,2.5,1.4,260,UDEA,0.45,0.432,117.1,0.06,0.152,0.106,0.24,0.203,0.012,0.0,0.205,-0.4,1.0,90.8,107.8,-17.0,50.9,10.7,234.0,PG,UDEA,194,UDEA,0,0,0,0,0,0,0,15,0,0.15,1.4,0.2,0.3,4,11,0.267,-0.1,0.1,0.0,ALGECIRAS
44,ALO MARIN,ALB,26,24.8,11.5,4.0,9.7,0.414,1.3,4.2,0.318,2.2,3.4,0.648,0.5,3.5,4.0,2.6,1.3,0.0,1.9,2.9,86,ALB,0.518,0.484,138.0,0.025,0.154,0.09300000000000001,0.23399999999999999,0.147,0.028999999999999998,0.0,0.263,-0.7,1.2,99.1,97.5,1.6,173.3,17.1,645.0,SG,ALB,209,ALB,0,0,0,0,0,0,0,31,0,0.268,1.4,0.7,0.4,12,14,0.462,0.5,1.3,1.9,ALBACETE
45,NOLAN BERTAIN,CAJA,26,22.7,11.4,3.8,8.3,0.456,2.1,5.2,0.404,1.7,2.1,0.782,0.8,2.9,3.7,0.6,1.0,0.1,1.0,1.9,43,CAJA,0.614,0.583,164.2,0.043,0.138,0.092,0.055999999999999994,0.09699999999999999,0.023,0.4,0.212,-2.6,1.4,117.1,98.7,18.3,183.4,19.1,590.0,SF,CAJA,154,CAJA,0,0,0,0,0,0,0,24,0,0.167,0.6,1.0,0.3,13,13,0.5,1.9,1.1,3.0,CAJA 87
46,XAVIER TORRENT,SGBB,27,26.9,11.2,3.4,10.2,0.331,2.6,7.6,0.335,1.9,3.0,0.642,0.3,2.0,2.3,2.5,1.3,0.0,2.0,2.5,228,SGBB,0.488,0.456,130.8,1.0,0.08199999999999999,0.046,0.183,0.146,0.026000000000000002,0.1,0.23,-1.1,1.1,96.7,105.1,-8.4,130.6,12.0,726.0,PG,SGBB,146,SGBB,0,0,0,0,0,2,0,18,0,0.226,1.3,0.6,0.3,10,17,0.37,0.2,0.7,0.9,SOL GIRONES BASQUET
47,MATIJA BILALOVIC,CAJA,23,26.4,11.2,4.2,9.4,0.442,1.1,3.6,0.313,1.7,2.3,0.722,1.0,2.9,3.9,1.1,1.0,0.0,1.8,1.4,169,CAJA,0.534,0.502,147.8,0.047,0.121,0.085,0.08199999999999999,0.146,0.02,0.2,0.22,-4.0,1.2,99.5,102.9,-3.4,139.5,14.3,608.0,F,CAJA,54,CAJA,1,0,0,0,0,0,0,21,0,0.197,0.6,0.6,0.2,12,11,0.522,0.4,0.8,1.2,CAJA 87
48,ANDER URDIAIN,PBM,28,23.6,11.1,3.5,8.5,0.409,2.6,6.4,0.406,1.6,1.9,0.865,0.9,2.6,3.5,0.9,0.5,0.4,0.8,1.3,33,PBM,0.6,0.563,168.0,0.045,0.131,0.08800000000000001,0.067,0.078,0.013000000000000001,0.023,0.204,-1.0,1.3,130.0,95.3,34.6,204.3,19.7,660.0,SF,PBM,139,PBM,0,0,0,0,0,0,0,21,0,0.156,1.1,0.7,0.2,24,4,0.857,3.2,1.6,4.8,PALMA BASQUET MALLORCA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,340.0,PF,ZOR,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,340.0,PF,ZOR,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,340.0,PF,VIRD,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,340.0,PF,VIRD,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,267.0,PF,ZOR,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,267.0,PF,ZOR,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,267.0,PF,VIRD,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,46,ZOR,0.579,0.552,147.4,0.1,0.161,0.132,0.098,0.10300000000000001,0.9,0.02,0.196,-0.9,1.3,118.9,105.8,13.1,83.8,19.0,267.0,PF,VIRD,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,340.0,PF,ZOR,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,340.0,PF,ZOR,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,340.0,PF,VIRD,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,340.0,PF,VIRD,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,267.0,PF,ZOR,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,267.0,PF,ZOR,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,ZORNOTZA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,267.0,PF,VIRD,63,ZOR,1,0,0,0,0,0,0,19,0,0.218,1.2,0.4,0.2,5,5,0.5,0.9,0.2,1.2,CIUDAD DE HUELVA
49,MOHAMED NIANG,ZOR,10,26.7,11.1,4.5,8.7,0.517,0.6,2.9,0.207,1.5,2.0,0.75,2.2,3.8,6.0,1.3,0.4,0.5,1.1,3.2,67,VIRD,0.57,0.51,146.0,0.11699999999999999,0.195,0.155,0.09300000000000001,0.17,0.011000000000000001,0.019,0.22,-4.7,1.5,112.0,104.6,7.5,93.4,17.9,267.0,PF,VIRD,327,VIRD,0,0,0,0,0,0,0,28,0,0.149,0.6,0.3,0.6,9,7,0.563,1.0,0.3,1.3,CIUDAD DE HUELVA
50,DAVID FONT,PCBS,24,23.9,11.1,3.7,10.5,0.349,1.5,5.3,0.281,2.3,2.6,0.871,0.5,2.1,2.7,1.2,1.4,0.0,1.9,3.0,216,PCBS,0.476,0.421,150.1,0.025,0.1,0.062,0.098,0.141,0.031,0.2,0.26,-4.5,1.1,92.0,112.9,-20.9,86.5,12.3,574.0,F,PCBS,135,PCBS,0,0,0,0,0,0,0,24,0,0.178,0.6,0.7,0.2,5,19,0.208,-0.3,-0.1,-0.4,Santfeliuenc
51,GAIZKA MAIZA,VIRD,13,27.7,11.1,3.5,8.0,0.442,2.2,5.2,0.418,1.8,2.8,0.649,0.7,1.7,2.4,3.0,0.8,0.0,1.2,2.7,81,VIRD,0.599,0.577,150.9,0.03,0.078,0.053,0.195,0.111,0.016,0.0,0.17600000000000002,3.1,1.4,126.2,109.3,16.9,94.1,17.3,360.0,PG,VIRD,283,VIRD,0,0,0,0,0,0,0,19,0,0.236,2.6,0.7,0.4,8,5,0.615,1.5,0.1,1.6,CIUDAD DE HUELVA
52,VICTORY ONUETU,PRA,19,18.4,10.9,4.6,8.5,0.543,0.3,0.7,0.385,1.4,2.6,0.551,2.4,3.7,6.1,0.9,0.8,0.6,1.7,3.3,9,PRA,0.567,0.559,147.9,0.154,0.21899999999999997,0.188,0.106,0.152,0.023,0.031,0.29,-6.2,1.3,104.9,96.0,9.0,145.1,23.4,350.0,C,PRA,30,PRA,2,0,0,0,0,1,0,30,0,0.196,0.5,0.5,0.3,11,8,0.579,0.7,0.8,1.6,CB PRAT
53,INAKI ORDONEZ,PRA,30,25.5,10.9,4.0,7.7,0.522,0.5,1.7,0.288,2.4,4.1,0.573,2.1,3.8,5.9,1.7,0.8,0.1,1.6,2.0,62,PRA,0.572,0.554,138.3,0.095,0.166,0.131,0.125,0.141,0.017,0.4,0.204,-1.7,1.4,111.2,101.3,9.9,258.5,18.3,765.0,SF,PRA,7,PRA,5,0,0,0,0,0,0,21,0,0.208,1.1,0.5,0.5,17,13,0.567,1.9,1.2,3.1,CB PRAT
54,ENRIQUE MEDINA ROA,PCBS,11,26.5,10.9,4.9,8.5,0.581,0.0,0.2,0.0,1.1,2.3,0.48,3.0,5.1,8.1,0.8,0.3,2.6,2.5,3.9,54,PCBS,0.577,0.581,106.1,0.127,0.214,0.17,0.062,0.20600000000000002,0.6,0.09699999999999999,0.209,-7.1,1.3,99.6,105.2,-5.7,108.4,18.6,291.0,C,PCBS,19,PCBS,3,0,0,0,0,0,2,15,0,0.205,0.3,0.1,0.3,4,7,0.364,0.2,0.3,0.5,Santfeliuenc
